id,isbn,titulo,autor,data_publicacao,generos,preco,paginas
279,9780049098730,Sussurros Esquecido,Maria Carvalho,1985-03-20,Terror,93.66,233
280,9789870716889,Ecos da Cidade,Gabriel Lima,2024-05-22,Comédia|Romance|Ciência,80.1,415
281,9780341251662,O Segredo Estelar,João Lima,1994-06-20,História|Filosofia,243.4,977
282,9787497595981,Sombras da Alma,Carlos Martins,1986-10-12,Suspense|Terror|Ficção,181.36,949
283,9782932951940,Sombras do Destino,Camila Oliveira,1995-12-29,Comédia,126.13,424
284,9786642697764,Contos da Meia-Noite,Camila Oliveira,2016-10-26,Biografia,237.0,489
285,9788644373284,A Jornada da Escuridão,João Alves,1999-03-30,Fantasia,41.05,154
286,9783181371418,Contos do Amanhã,Rafael Santos,2005-10-18,Ciência,233.91,506
287,9780787015441,Sombras do Amanhã,Maria Ferreira,2010-07-15,Ficção|Aventura,112.08,842
288,9788750873711,Vozes do Amanhã,Lucas Alves,1998-12-01,Filosofia|Romance,123.43,892
289,9782769953825,Sussurros da Meia-Noite,Marcos Alves,1988-03-15,Fantasia|Ficção|Biografia,171.83,697
290,9788821908518,Ecos do Destino,Ana Santos,1981-01-12,Ciência|Filosofia|Aventura,197.94,539
291,9786675808550,Contos Estelar,Thiago Ribeiro,1987-04-07,Mistério|História,110.64,304
292,9780010832133,Vozes Imortal,Mariana Rodrigues,2017-05-11,Ciência|Comédia,70.72,390
293,9788460695467,A Lenda Estelar,Rafael Rodrigues,1980-11-02,História|Romance,167.84,602
294,9788236344139,Contos Esquecido,Camila Pereira,1993-01-21,Aventura,23.56,280
295,9784626468965,O Segredo Perdido,Rafael Melo,2025-01-09,Filosofia|Terror,65.52,467
296,9788569947902,Fragmentos da Magia,Camila Santos,2005-05-16,Comédia,122.43,1182
297,9782992842105,Crônicas Esquecido,João Gomes,1997-06-06,Ciência|Romance|Mistério,162.14,875
298,9783808893655,O Guia do Destino,Ana Ferreira,1997-01-20,Tecnologia,192.29,484
299,9781605454674,Sussurros da Meia-Noite,Carlos Santos,2004-05-23,Ficção,119.49,984
300,9788371010990,O Mistério do Tempo,Ana Oliveira,2006-04-01,Tecnologia,205.1,1082
301,9786857926456,Sussurros da Escuridão,Gabriel Souza,2000-06-29,Biografia|Tecnologia,212.39,230
302,9789422240442,Memórias de Fogo,Pedro Carvalho,1991-07-11,Ciência|Ficção|História,103.45,562
303,9786130424154,Vozes Perdido,Fernanda Ferreira,2016-12-08,Ciência,188.21,1042
304,9785786968081,História da Meia-Noite,Carlos Gomes,2017-09-28,Terror,210.71,236
305,9784834420922,O Guia do Tempo,Fernanda Lima,2014-03-26,Romance|Ficção|Tecnologia,83.13,347
306,9789558584900,Contos de Fogo,Laura Alves,1985-11-23,Ficção|Aventura,202.43,191
307,9787144638420,O Caminho Estelar,Julia Alves,2011-12-10,Mistério,164.49,811
308,9785924073973,O Mistério da Magia,Mariana Melo,2000-05-01,História,132.24,1043
309,9781606528386,A Jornada do Tempo,Carlos Gomes,2010-07-01,História|Comédia,60.91,378
310,9787537851743,Sussurros da Escuridão,Maria Ribeiro,2007-01-09,Tecnologia,72.31,110
311,9781655074750,A Lenda Esquecido,Thiago Melo,1985-05-05,Fantasia|História,189.73,715
312,9781746643310,Memórias da Cidade,Thiago Ribeiro,2014-11-13,Terror|Biografia,223.08,1003
313,9784232650181,Vozes Estelar,Beatriz Gomes,1989-04-14,Ficção,247.85,114
314,9785696455140,O Caminho de Gelo,Ana Ferreira,2009-04-03,Suspense|Tecnologia|Fantasia,236.6,789
315,9788706974351,História da Meia-Noite,Ana Oliveira,2018-10-18,Terror|Filosofia,206.36,604
316,9785496140684,Fragmentos de Gelo,Mariana Silva,2019-06-27,Ficção,60.89,980
317,9780727012321,O Guia de Fogo,Pedro Rodrigues,2022-08-29,Romance|Tecnologia|Mistério,205.04,671
318,9786064717315,Sombras do Tempo,Thiago Gomes,1989-12-15,Terror|Comédia,75.2,630
319,9789374787956,Crônicas da Meia-Noite,Laura Lima,1982-12-08,Comédia|Terror|Ficção,121.94,429
320,9784120644923,Sombras do Amanhã,Ana Alves,2018-12-29,Filosofia|Suspense|Ciência,72.5,517
321,9780946732460,Contos da Alma,Fernanda Melo,2010-03-24,Ficção,245.09,809
322,9784210827138,O Segredo Esquecido,Julia Ferreira,2025-02-01,Filosofia|Comédia|Suspense,27.43,557
323,9780456752726,O Mistério da Alma,Laura Santos,2023-02-10,Drama|Tecnologia|Filosofia,71.66,776
324,9788033884788,Sombras da Escuridão,Thiago Ferreira,2016-09-23,Filosofia|Terror|Romance,60.04,105
325,9783518324887,A Lenda Esquecido,Pedro Santos,1990-08-01,Ciência|Drama|Biografia,226.8,677
326,9785421437455,Contos Imortal,Thiago Santos,1997-02-28,Ficção,233.76,901
327,9785052732945,Ecos do Destino,Carlos Santos,2021-05-01,Terror,221.25,212
328,9786359800154,Fragmentos Perdido,Rafael Pereira,2005-02-02,Romance,114.3,831
329,9784542632183,Memórias da Meia-Noite,Mariana Oliveira,1997-04-20,Comédia,93.33,516
330,9784789180854,O Mistério da Meia-Noite,Marcos Ferreira,2004-09-19,Terror|Mistério|Ficção,50.87,224
331,9787425887326,A Jornada Imortal,Ana Rodrigues,2002-01-27,Tecnologia,199.41,1001
332,9789601131265,Luzes do Amanhã,João Silva,2023-12-24,Tecnologia,233.01,875
333,9780786547665,Luzes da Alma,Lucas Oliveira,1981-07-09,Filosofia|Suspense|Romance,225.97,950
334,9780862080723,Sussurros da Cidade,Gabriel Alves,2016-06-15,Suspense|Drama|Terror,125.85,753
335,9789990116657,O Caminho Perdido,Camila Carvalho,2021-02-13,Romance|Tecnologia|Biografia,110.49,177
336,9782962582176,Sombras de Fogo,Marcos Oliveira,1981-08-08,Filosofia,127.87,610
337,9785297919241,Sussurros da Meia-Noite,Carlos Martins,2024-12-18,Tecnologia|História|Mistério,153.34,833
338,9789963716979,O Mistério Esquecido,Carlos Souza,2003-03-21,Filosofia|Mistério,97.3,1084
339,9785531318187,Fragmentos da Cidade,Thiago Pereira,1986-01-23,Romance|Tecnologia,159.67,1177
340,9783926562661,O Segredo da Magia,Rafael Martins,1980-10-25,Comédia|Biografia,72.94,758
341,9782582025430,Contos Estelar,João Gomes,1984-11-27,Biografia,219.21,233
342,9781907610644,Memórias do Tempo,Camila Ferreira,1992-12-11,Ciência,203.17,1174
343,9780846600229,Crônicas da Alma,Laura Gomes,1994-05-15,Drama|Tecnologia,75.61,728
344,9782320237953,Crônicas do Tempo,Fernanda Gomes,2003-05-23,Mistério|Suspense|Comédia,177.63,385
345,9780539091216,O Segredo do Tempo,Camila Melo,2024-05-28,Mistério,200.59,774
346,9780228117172,Vozes do Tempo,Marcos Ferreira,2002-04-22,Fantasia|Filosofia|Tecnologia,209.13,368
347,9785217886935,Luzes do Dragão,Mariana Santos,2017-06-11,Aventura,151.47,1141
348,9783793331556,O Segredo do Tempo,Marcos Lima,2014-09-10,Biografia|Tecnologia,110.14,153
349,9785409843951,Luzes Esquecido,Mariana Souza,2016-11-01,Biografia|Tecnologia|História,161.76,1068
350,9786110919798,O Segredo Estelar,Maria Pereira,1994-08-28,Suspense|Terror,134.32,134
351,9789664914191,Memórias Esquecido,Pedro Ferreira,2024-07-28,Mistério,62.54,272
352,9780657915703,O Mistério de Gelo,Marcos Ribeiro,2008-08-18,Ciência,150.44,1013
353,9789729768457,Sussurros Estelar,Carlos Melo,1983-05-26,Biografia|Drama|Romance,213.38,476
354,9781608732186,História da Alma,Maria Alves,1993-10-05,Fantasia|Biografia,71.43,444
355,9784675419591,Memórias da Meia-Noite,Carlos Martins,1987-12-30,Ciência|Biografia|Terror,83.83,1066
356,9784223987726,Ecos do Tempo,Maria Pereira,2000-12-05,Aventura|Drama|Comédia,45.11,940
357,9783801025452,O Caminho do Destino,Carlos Gomes,1982-07-16,Ciência|Filosofia|Mistério,231.89,440
358,9786732112659,Sussurros de Gelo,João Martins,1997-07-21,História|Mistério|Suspense,36.82,584
359,9786373340525,Sombras da Magia,Camila Santos,2007-09-29,Ficção|Biografia,169.38,331
360,9788203675231,O Guia do Destino,Gabriel Martins,2007-06-23,Mistério|Terror,210.15,165
361,9783013641937,Sombras do Amanhã,Laura Costa,2002-06-05,Mistério|Ficção,65.42,681
362,9781642135300,História do Destino,Carlos Pereira,1985-12-20,Aventura|Filosofia|Romance,37.74,1024
363,9788044172284,Crônicas do Dragão,Marcos Souza,1986-02-15,Comédia|Drama|História,154.34,782
364,9782529292132,Sussurros do Destino,Lucas Carvalho,1992-05-10,Fantasia|Romance,190.38,1041
365,9782975101397,Sombras Esquecido,Fernanda Ribeiro,1996-04-18,Ficção|Comédia,164.02,534
366,9780287818236,Vozes do Amanhã,Laura Lima,2008-05-16,Fantasia|Mistério|Suspense,179.2,1190
367,9784551065669,Memórias da Alma,Pedro Silva,1988-09-09,História|Drama|Biografia,23.52,209
368,9786544087102,Sussurros Perdido,João Santos,2024-06-02,Suspense,166.93,1168
369,9781341434318,Ecos da Escuridão,Marcos Carvalho,2024-03-01,Terror|Ciência,50.51,315
370,9782699697255,Luzes Imortal,Lucas Lima,1989-03-03,Romance|Filosofia,28.72,714
371,9785729580565,Ecos do Destino,Rafael Silva,1994-07-29,Biografia|Comédia,164.35,398
372,9780640297608,História do Destino,Thiago Ribeiro,2008-04-09,Terror|Ciência|Romance,93.26,465
373,9780628433998,A Jornada de Fogo,Rafael Gomes,1993-12-23,Drama|História,34.02,539
374,9785740640383,O Segredo da Escuridão,Laura Ferreira,1992-03-27,Comédia,230.82,405
375,9788513600281,A Jornada do Dragão,Fernanda Lima,1988-04-05,Drama,155.24,145
376,9780705123609,O Segredo Imortal,Beatriz Oliveira,2002-04-23,Terror,216.67,532
377,9789638489174,Vozes da Cidade,Fernanda Carvalho,2006-07-28,Ciência,69.45,390
378,9786600691337,O Segredo de Gelo,Ana Ribeiro,1983-04-13,Ficção|Romance,198.83,1155
379,9783829630232,História do Destino,Laura Souza,1993-06-30,Biografia|Aventura|Suspense,126.6,207
380,9782219402257,A Jornada da Alma,Fernanda Ribeiro,1995-09-28,Romance|Aventura|História,100.34,586
381,9780586240377,O Caminho da Meia-Noite,Lucas Costa,1983-06-15,Ciência|Fantasia|Ficção,154.66,215
382,9788643869244,Luzes de Gelo,Beatriz Silva,2009-09-06,Romance|Drama|Suspense,43.76,515
383,9788826664315,Crônicas do Destino,Carlos Santos,1984-03-29,Biografia|Drama|Fantasia,192.05,445
384,9783709823593,O Caminho do Tempo,Marcos Costa,2016-02-19,História|Tecnologia,44.79,1160
385,9785541341370,A Jornada de Gelo,Pedro Martins,2000-01-27,Filosofia|Comédia|Ficção,248.09,597
386,9789127840063,Memórias Estelar,Mariana Alves,1983-05-26,Mistério|Ficção,89.51,1113
387,9785057144852,Memórias do Destino,Mariana Costa,1993-11-05,Fantasia,115.13,603
388,9782195491623,O Segredo do Destino,Mariana Ribeiro,2012-01-16,Suspense|Terror|Aventura,204.82,1081
389,9789938570972,História do Destino,Lucas Pereira,2018-05-29,Terror|Suspense|Romance,119.75,820
390,9784466635648,Sombras Estelar,Camila Carvalho,2021-06-19,História,166.73,283
391,9783323602171,A Jornada do Amanhã,Pedro Carvalho,2021-11-24,Filosofia|Terror,129.7,295
392,9785519896363,O Segredo Imortal,Marcos Melo,1992-09-15,Comédia|Tecnologia,161.87,314
393,9787024903331,Sombras Esquecido,Laura Alves,2021-03-27,Aventura,231.76,1064
394,9789327831265,O Guia da Escuridão,Camila Melo,2011-08-27,Fantasia,126.08,955
395,9783831544232,A Lenda Perdido,Carlos Martins,2012-10-09,Tecnologia|Biografia,96.92,1050
396,9788633588316,O Mistério do Destino,Maria Silva,1986-02-08,Ficção|Filosofia,151.86,971
397,9780282275734,O Caminho do Amanhã,Pedro Melo,2024-10-06,Drama|Comédia,221.28,1080
398,9781690918677,Fragmentos Imortal,Laura Melo,2006-06-11,Drama|Biografia,204.44,333
399,9785687504099,História do Tempo,Thiago Alves,2006-10-15,Comédia|Romance,139.18,680
400,9780495755426,História da Cidade,Fernanda Carvalho,1986-02-23,Fantasia|Terror|Romance,230.16,281
401,9783781390130,Contos Imortal,Fernanda Ferreira,2025-09-15,Ciência|Comédia,40.49,169
402,9782030861808,Crônicas da Meia-Noite,Camila Martins,2020-12-28,Tecnologia|Filosofia|Suspense,215.26,779
403,9783109527452,Fragmentos da Meia-Noite,João Ribeiro,1998-09-23,Fantasia,136.93,338
404,9789367021993,Contos de Fogo,Mariana Alves,2009-08-10,Aventura|Tecnologia|Terror,209.7,251
405,9784978328590,Contos do Tempo,Julia Silva,2008-09-06,Drama|Biografia,222.11,678
406,9782338432617,Sombras Imortal,Rafael Santos,2010-10-10,Drama,242.46,1133
407,9782818354418,Sussurros do Tempo,Rafael Oliveira,1991-05-28,Suspense|Filosofia,236.76,527
408,9782901287370,O Segredo da Alma,Rafael Silva,2023-12-30,História,33.71,860
409,9784430264016,Crônicas do Tempo,Thiago Lima,2023-10-17,Aventura,34.67,974
410,9783353881813,O Guia Estelar,Carlos Melo,1997-04-30,Filosofia|Tecnologia,151.57,1023
411,9786316889620,História do Amanhã,Maria Costa,1994-06-11,História|Fantasia,23.24,279
412,9784395755943,Luzes do Tempo,Ana Lima,2019-04-09,Aventura|Tecnologia,52.53,434
413,9784952142113,O Caminho do Destino,Thiago Rodrigues,2021-10-02,Tecnologia|Terror|Aventura,237.55,664
414,9785483556340,O Segredo de Fogo,Ana Martins,2008-05-09,Ciência|Biografia|Comédia,89.21,127
415,9780214178517,Crônicas do Destino,Mariana Ribeiro,2007-12-12,Comédia|Drama,143.05,319
416,9789309804174,Sombras de Gelo,Pedro Ribeiro,2000-03-31,Fantasia|Filosofia|Mistério,122.42,854
417,9783067327997,Fragmentos da Escuridão,Mariana Santos,2013-10-19,Aventura|Terror|Mistério,66.94,604
418,9788163031369,Sussurros da Escuridão,Lucas Rodrigues,1987-01-19,Biografia|Fantasia|Mistério,140.49,188
419,9782771786466,Sussurros de Fogo,Laura Oliveira,1991-08-10,Romance|Tecnologia|Comédia,228.83,156
420,9780505365694,História Perdido,Thiago Santos,1981-02-22,Biografia|Mistério,144.15,670
421,9788760138296,Memórias Perdido,Laura Pereira,2007-10-03,Ciência|Filosofia,228.81,789
422,9783083041785,Fragmentos Esquecido,Mariana Lima,1983-02-12,Biografia|Suspense,130.11,1127
423,9786924256726,A Jornada da Escuridão,Pedro Santos,2012-07-06,Fantasia|Romance|Terror,94.81,407
424,9780863125804,Memórias da Alma,Ana Oliveira,2018-10-21,Terror,146.58,150
425,9782637642533,O Guia de Fogo,Pedro Oliveira,2021-02-22,Romance,73.82,648
426,9785001490382,Contos do Tempo,Lucas Silva,2012-01-18,Mistério|Filosofia|Aventura,178.62,888
427,9788601270848,Ecos do Dragão,Camila Carvalho,2022-02-26,Drama|Ciência|Biografia,203.68,448
428,9787974967359,Sussurros do Destino,Laura Costa,2023-04-14,Comédia|Fantasia|Filosofia,198.25,425
429,9783515365337,O Guia da Escuridão,Fernanda Souza,1999-05-05,Mistério|Aventura,57.45,143
430,9784208870668,A Lenda do Destino,Camila Pereira,1984-04-12,Tecnologia,63.9,199
431,9786493326347,Sombras da Escuridão,Thiago Oliveira,2013-01-10,Terror|Ficção,175.43,1052
432,9782335684646,A Jornada do Destino,Rafael Gomes,2014-08-24,História|Terror,120.67,543
433,9780320787845,Memórias do Dragão,Carlos Costa,2023-11-16,Filosofia,157.96,660
434,9787444260055,Crônicas Esquecido,Marcos Melo,2006-07-23,Ficção|Aventura|Mistério,84.37,212
435,9784325275308,Fragmentos do Tempo,Laura Lima,1986-02-15,Ciência|Suspense|Drama,246.49,905
436,9784021617703,História Perdido,Julia Martins,1989-07-04,Terror|História|Ficção,113.66,1157
437,9784975749370,Sombras Imortal,Rafael Melo,1986-12-17,Romance|Terror,78.02,810
438,9787019997773,A Lenda da Escuridão,Laura Souza,2012-05-20,Ficção,152.97,144
439,9789118988272,Crônicas do Dragão,Beatriz Santos,1996-01-23,Biografia|Romance,196.79,471
440,9788774771634,Sussurros Estelar,Laura Santos,1982-05-31,Aventura,192.51,1009
441,9785957876566,O Mistério da Meia-Noite,Lucas Souza,1996-12-03,Ficção|Ciência,161.85,908
442,9784191082144,Fragmentos de Fogo,Fernanda Oliveira,2010-07-06,Filosofia,88.68,410
443,9787903289752,Crônicas de Gelo,Julia Costa,1992-03-03,Ficção,57.89,457
444,9784079532742,A Jornada da Meia-Noite,Maria Gomes,1999-01-31,Filosofia|Drama,25.04,956
445,9781528587890,Crônicas de Fogo,João Carvalho,2007-08-21,Fantasia|Romance,235.03,961
446,9784981173873,Memórias Perdido,Carlos Gomes,1987-06-27,Suspense|Filosofia,195.69,1000
447,9786734070897,Luzes da Alma,Fernanda Souza,2015-07-01,História,226.47,545
448,9788084456551,Memórias Perdido,Julia Santos,2011-03-05,Drama|Fantasia|Aventura,165.94,892
449,9780928357662,O Mistério Perdido,Laura Ferreira,2003-01-02,Fantasia,174.72,947
450,9781740341740,História de Fogo,João Rodrigues,2016-01-16,Biografia|Ciência,104.96,796
451,9786388046166,Contos da Meia-Noite,Pedro Ribeiro,1992-01-02,Fantasia|Romance,132.33,455
452,9786873988777,A Lenda Esquecido,Gabriel Rodrigues,2021-06-05,Biografia|Aventura|Romance,118.59,343
453,9780508591871,A Jornada da Cidade,Marcos Lima,1994-04-15,Fantasia|Ciência|Tecnologia,88.42,585
454,9782019634163,Contos de Fogo,Marcos Santos,2019-07-05,Romance|Fantasia,64.56,421
455,9785529596166,O Segredo Estelar,Ana Oliveira,1995-06-17,Drama,153.25,135
456,9786933843558,Ecos do Amanhã,Beatriz Silva,1986-04-06,Filosofia,241.27,790
457,9780824468650,História do Tempo,Carlos Silva,1986-10-09,Filosofia|Terror,237.95,960
458,9786667710764,Contos da Cidade,Mariana Oliveira,2022-03-09,Aventura,86.21,813
459,9786241173583,Contos da Meia-Noite,Gabriel Alves,2005-10-13,Filosofia|Biografia,196.89,755
460,9782322229260,Crônicas de Gelo,Pedro Gomes,1985-05-20,Terror,246.48,841
461,9781718368117,Sussurros Perdido,João Melo,1993-09-22,Mistério,181.1,1012
462,9785445500356,O Guia de Fogo,Julia Gomes,2006-10-03,Filosofia|Comédia|Aventura,239.93,355
463,9780453152954,Sombras da Alma,Lucas Ferreira,1982-02-03,Ciência,196.65,358
464,9787114212822,Vozes do Amanhã,Mariana Costa,1985-12-22,Fantasia|Aventura|Ficção,33.64,820
465,9789605281171,Fragmentos da Escuridão,Fernanda Gomes,2001-06-11,Filosofia|História,67.58,1117
466,9787250490315,Crônicas do Dragão,Carlos Martins,2014-01-07,Ciência|Drama,176.45,600
467,9783594483684,O Caminho da Alma,Lucas Costa,1981-06-04,Mistério|Ficção,148.74,1066
468,9782954942020,Fragmentos de Gelo,Laura Carvalho,2012-12-22,Drama|Romance,81.74,721
469,9784084846340,Luzes da Meia-Noite,Camila Lima,2019-10-29,Biografia|Mistério|História,217.53,917
470,9788361090625,O Mistério da Magia,Gabriel Martins,2020-11-12,Aventura,123.8,583
471,9789326962239,História da Escuridão,Pedro Ribeiro,2015-12-28,Suspense,151.14,526
472,9783088735957,Sombras da Meia-Noite,João Carvalho,1995-10-28,Drama|Romance,89.08,494
473,9786852477727,O Guia Imortal,Beatriz Oliveira,1988-11-07,Aventura|Comédia|Romance,154.3,502
474,9787951406089,O Guia do Tempo,Laura Rodrigues,1986-07-29,Terror,144.07,510
475,9785547858481,História da Magia,Laura Melo,1997-07-03,Biografia|Ciência,219.86,289
476,9781476437596,O Caminho de Fogo,Camila Carvalho,2015-01-28,Mistério,75.56,288
477,9780576447628,Memórias de Gelo,Marcos Silva,1992-02-04,Suspense,70.22,248
478,9780740799927,O Segredo da Magia,Laura Rodrigues,1990-05-23,Biografia|Romance,222.63,623
479,9785212827298,O Segredo da Magia,Mariana Silva,1997-10-25,Comédia|História,127.77,562
480,9789840809193,Memórias Estelar,Laura Santos,1983-12-11,Mistério|Filosofia|Fantasia,164.74,387
481,9783476383603,Sombras Imortal,Fernanda Ferreira,2019-02-03,Biografia|Tecnologia,96.99,564
482,9789843508225,Sombras do Destino,Julia Alves,1991-04-13,Comédia|Ciência,206.55,715
483,9780338562314,História Estelar,Lucas Oliveira,2015-05-30,Fantasia|Filosofia,153.74,135
484,9783358267523,História da Magia,Fernanda Silva,1994-05-08,Fantasia,152.21,676
485,9789599765321,Sombras do Tempo,Marcos Silva,1987-01-11,Fantasia,208.65,605
486,9781205893484,Vozes de Fogo,Julia Santos,2005-06-26,Comédia|Aventura,138.15,463
487,9783190535189,Ecos Imortal,Rafael Rodrigues,2006-09-03,Drama|História|Romance,154.77,362
488,9782304630186,Crônicas da Escuridão,Fernanda Silva,2014-11-20,Drama|História,231.63,858
489,9787997719439,A Lenda Esquecido,Gabriel Rodrigues,2006-01-22,Comédia|Filosofia,36.31,913
490,9780893620712,Fragmentos do Amanhã,Camila Oliveira,2014-02-06,Filosofia|Comédia|Terror,98.3,147
491,9785745552822,A Jornada do Tempo,Carlos Gomes,2001-03-02,Drama|Aventura|Tecnologia,32.98,393
492,9782499454669,Luzes do Dragão,Pedro Martins,1991-01-10,Biografia,76.24,610
